"MAC","Hersteller","Straße", "Ort", "Land"
"0025D8","KOREA MAINTENANCE","3F HAELIM BUIDING 103-7, GURO-5DONG","SEOUL    152-842","KR"
"0025D2","InpegVision Co., Ltd","226-3, Bugok-dong, Geumjeong-gu,","Busan    609-320","KR"
"00254D","Singapore Technologies Electronics Limited","24 Ang Mo Kio","569061","SG"
"00254C","Videon Central, Inc.","2171 Sandy Drive","State College  PA  16803","US"
"002543","MONEYTECH","Rua Guiratinga 931 un. 103","São Paulo  SP  04141-001","BR"
"00257B","STJ ELECTRONICS PVT LTD","X-24 OKHLA  INDUSTRIAL  AREA","NEW  DELHI  DELHI  110 020","IN"
"00257C","Huachentel Technology Development Co., Ltd","747 XinYu Rd. High-Tech Zone","Jinan  Shandong Province  250101","CN"
"002575","FiberPlex Technologies, LLC","10840-412 Guilford Rd","Annapolis Junction  MD  20701","US"
"002570","Eastern Communications Company Limited","No.398 Wensan Road,","Hangzhou  Zhejiang  310013","CN"
"00256A","inIT - Institut Industrial IT","Liebigstrasse 87","Lemgo  Northrhine-Westfalia  32657","DE"
"002562","interbro Co. Ltd.","6F Joyang B/D, 113 Samseong-Dong, Gangnam-Gu","Seoul    135-090","KR"
"002551","SE-Elektronic GmbH","Eythstraße 16","Göppingen    73037","DE"
"00255B","CoachComm, LLC","205 Technology Parkway","Auburn  AL  36830","US"
"002516","Integrated Design Tools, Inc.","1202 E Park Avenue","Tallahassee  FL  32301","US"
"002510","Pico-Tesla Magnetic Therapies","7852 South Elati","Littleton  CO  80120","US"
"002520","SMA Railway Technology GmbH","Miramstraße 87","Kassel  Hesse  34123","DE"
"002527","Bitrode Corp.","9787 Green Park Industrial Drive","St. Louis  MO  63123","US"
"002525","CTERA Networks Ltd.","24 Imber St.","Petach-Tikva    495111","IL"
"00253A","CEVA, Ltd.","2 Maskit Street.","Herzelia    46120","IL"
"0024F7","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"0024F3","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU","KYOTO  KYOTO  601-8501","JP"
"0024B9","Wuhan Higheasy Electronic Technology Development Co.Ltd","Bldg A2 Optics Valley Software Park,Guanshan 1st Rd,","Wuhan  Hubei  430033","CN"
"0024BD","Hainzl Industriesysteme GmbH","Industriezeile 56","Linz  Upper Austria  4021","AT"
"0024E0","DS Tech, LLC","2210 Hutton Drive","Carrollton  TX  75006","US"
"0024E2","HASEGAWA ELECTRIC CO.,LTD.","5-6-20 SHIOE","AMAGASAKI  HYOGO  661-0976","JP"
"0024C8","Broadband Solutions Group","1101 Marina Village Parkway","Alameda  CA  94501","US"
"0024C5","Meridian Audio Limited","11 Latham Road","Huntingdon  Cambs  PE29 6YE","GB"
"0024E5","Seer Technology, Inc","2681 Parleys Way","Salt Lake City  Utah  84109","US"
"002501","JSC Supertel","38A Petrogradskaya emb.","St.Petersburg    197101","RU"
"002435","WIDE CORPORATION","LEADERS TOWER 7TH FL., GOMAE-DONG, GIHEUNG-GU","YONGIN  GYEONGGI  446-901","KR"
"002431","Uni-v co.,ltd","5/F,COFCO Property Tower,","Shenzhen  Guangdong  518126","CN"
"002432","Neostar Technology Co.,LTD","8F., No.102, Sec. 1, Sintai 5th Rd.","Sijhih City  Taipei  22161","TW"
"002430","Ruby Tech Corp.","3F, NO. 1, Lane 50, Nan Kang Road, Sec. 3,","Taipei    11510","TW"
"00242E","Datastrip Inc.","1 Waterview Drive","Shelton  CT  06484","US"
"002458","PA Bastion CC","97, liter K, Buddyonnovsky ave.","Rostov-on-Don    344011","RU"
"00245D","Terberg besturingstechniek B.V.","Lage Dijk-Noord 3","IJsselstein  Utrecht  3401 VA","NL"
"002450","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002496","Ginzinger electronic systems","Gewerbegebiet Pirath 16","Weng  Upper Austria  4952","AT"
"002499","Aquila Technologies","8429A Washington Place NE","Albuquerque  NM  87113","US"
"00248A","Kaga Electronics Co., Ltd.","Hongo 2-2-9","Tokyo  113-8503","JP"
"002487","Transact Campus, Inc.","22601 North 19th Avenue","Phoenix  AZ  85027","US"
"002477","Tibbo Technology","9F-3, No 31, Lane 169, Kang-Ning St.,","Hsi-Chih  Taipei Hsien  221","TW"
"00246E","Phihong USA Corp.","47800 Fremont Blvd.","Fremont  CA  94538","US"
"002473","3COM EUROPE LTD","Peoplebuilding 2","Hemel Hempstead  HERTS.  HP2 4NW","GB"
"002443","Nortel Networks","2221 Lakeside Blvd","Richardson  TX  75081","US"
"002441","Wanzl Metallwarenfabrik GmbH","Bubesheimer Straße 4","Leipheim  Bavaria  89340","DE"
"00243B","CSSI (S) Pte Ltd","70 Bendemeer Road Unit 04-04","339940","SG"
"002451","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00244A","Voyant International","444 Castro St","Mountain View  CA  94041","US"
"002447","Kaztek Systems","17 Bromfield Road","Acton  MA  01720","US"
"00246B","Covia, Inc.","Benex S-3 Bldg., 3-20-8, Shinyokohama,Kohoku-ku,","Yokohama-city  Kanagawa-pref.  222-0033","JP"
"0023B8","Sichuan Jiuzhou Electronic Technology Co.,Ltd","No.259 Jiuzhou Road,","Mianyang  Sichuan  621000","CN"
"0023BA","Chroma","68, Hwa-Ya 1st Rd., Hwa-Ya Technical Park,","Taoyuan Hsien  Taiwan  333","TW"
"0023BC","EQ-SYS GmbH","Hinter den Gärten 15b","Treuenbrietzen OT Feldheim  Brandenburg  14929","DE"
"0023B1","Longcheer Technology (Singapore) Pte Ltd","43 Kaki Bukit View,  #04-01  ,","415970","SG"
"0023F5","WILO SE","Nortkirchenstraße 100","D - 44263 Dortmund  NRW  44263","DE"
"0023FF","Beijing HTTC Technology Ltd.","B-13D-3 Keshi Building,Jia No.28 Xinxi Road,SHANGDI IT Industry Base","Beijing    100085","CN"
"0023F6","Softwell Technology Co., Ltd.","4F, No. 419, Jhonghe Rd., Yonghe City,","Taipei County    234","TW"
"0023F3","Glocom, Inc.","22 Firstfield Road","Gaithersburg  Maryland  20878","US"
"0023F0","Shanghai Jinghan Weighing Apparatus Co. Ltd.","Building 58, No.99 Chunguang Road, Xinzhuang Industrial Zone,Minhang,","Shanghai    201108","CN"
"00241A","Red Beetle Inc.","898 Silas Deane Highway","Wethersfield  CT  06109","US"
"002414","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002410","NUETEQ Technology,Inc.","11F, No. 112, Sec. 1, Zhong-Xiao E Rd.","Taipei    100","TW"
"0023CC","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU","KYOTO  KYOTO  601-8501","JP"
"002408","Pacific Biosciences","1505 Adams Drive","Menlo Park  CA  94025","US"
"00240C","DELEC GmbH","Ruheweg 17-21","Göllheim  Rheinland-Pfalz  67307","DE"
"0023F9","Double-Take Software, INC.","8470 Allison Pointe Blvd","Indianapolis  IN  46250","US"
"0023A1","Trend Electronics Ltd","Gut No. 350","Auranagabad  Maharashtra  431210","IN"
"0023A6","E-Mon","One Oxford Valley, Suite 418","Langhorne  PA  19047","US"
"0023A8","Marshall Electronics","20608 Madrona Ave","Torrance  CA  90503","US"
"0023C0","Broadway Networks","1754 Technology Drive, Suite 208","San Jose  California  95110","US"
"0023B6","SECURITE COMMUNICATIONS / HONEYWELL","FONT DE L'ORME","MOUGINS  FRANCE  06250","US"
"0023EA","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"0023E5","IPaXiom Networks","Aston Court","High Wycombe  Buckinghamshire  HP11 1LA","GB"
"002349","Helmholtz Centre Berlin for Material and Energy","Department FMD","Berlin    14109","DE"
"002346","Vestac","P.O. Box 7358","Shrewsbury  NJ  07702","US"
"002344","Objective Interface Systems, Inc.","220 Spring Street, Suite 530","Herndon  VA  20170-6201","US"
"00233C","Alflex","Blauw-roodlaan 300","ZOETERMEER    2718 SK","NL"
"002379","Union Business Machines Co. Ltd.","Unit 2, 2/F, Block A, Hong Kong Industrial Centre,","Lai Chi Kok  Kowloon","HK"
"002377","Isotek Electronics Ltd","9 Clayton Wood Bank","Leeds    LS16 6QZ","GB"
"002371","SOAM Systel","182-13, Daerung Post Tower II, 1504","Seoul  Guro-dong, Guro-gu  152-847","KR"
"002362","Goldline Controls","61 Whitecap Dr","North Kingstown  RI  02852","US"
"00235E","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002358","SYSTEL SA","ZI DE BELLE AIRE","AYTRE    17440","FR"
"002356","Packet Forensics LLC","420 S Smith Rd","Tempe  AZ  85281","US"
"002350","RDC, Inc. dba LynTec","8385 Melrose Drive","Lenexa  KS  66214","US"
"00234F","Luminous Power Technologies Pvt. Ltd.","C8-C9, Community Center,","New Delhi    110058","IN"
"00239A","EasyData Hardware GmbH","Breslauer Str. 24","Wehrheim  Hessen  D-61273","DE"
"002396","ANDES TECHNOLOGY CORPORATION","2F,No. 1, Li-Hsin First Road,","Hsin-Chu  Taiwan  300","TW"
"002394","Samjeon","#1313-1 Joil-Ri, Samdong-Myeun,Ulju-Gun","Ulsan City  South Korea  689-934","KR"
"00238C","Private","","00-23-17   (hex)		Lasercraft Inc","002317     (base 16)		Lasercraft Inc"
"00230E","Gorba AG","Sandackerstrasse","Oberbüren  SG  CH - 9245","CH"
"002307","FUTURE INNOVATION TECH CO.,LTD","312 3-DONG, GWANGMYUNG INDUSTRIAL COMPLEX 201","GWANGMYUNG  GYUNGGI  423060","KR"
"002333","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00232E","Kedah Electronics Engineering, LLC","Zelenograd, 445","Moscow    124498","RU"
"002320","Nicira Networks","3460 W. Bayshore Rd.","Palo Alto  CA  94303","US"
"002322","KISS Teknical Solutions, Inc.","1583 S. Navajo Way","Chandler  Arizona  85286","US"
"002364","Power Instruments Pte Ltd","BLK 40 TOH GUAN RD EAST, #01-62 ENTERPRISE HUB","608582","SG"
"0022C7","SEGGER Microcontroller GmbH & Co. KG","In den Weiden 11","Hilden  NRW  40721","DE"
"0022C1","Active Storage Inc.","2295 Jefferson Street","Torrance  CA  90501","US"
"0022C2","Proview Eletrônica do Brasil LTDA","R. Acará 203 - Distrito Industrial","Manaus  Amazonas  69075-030","BR"
"0022BD","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"0022BA","HUTH Elektronik Systeme GmbH","Echternacher Str. 10","Troisdorf-Spich  NRW  53842","DE"
"0022BB","beyerdynamic GmbH & Co. KG","Theresienstraße 8","Heilbronn    74072","DE"
"0022B6","Superflow Technologies Group","4060 Dixon Street","Des Moines  IA  50266","US"
"0022B5","NOVITA","3F301,Namsung B/D 340-30","Geumcheon-Gu  Seoul  153-782","KR"
"0022B2","4RF Communications Ltd","26 Glover Street","Ngauranga  Wellington  6031","NZ"
"0022AC","Hangzhou Siyuan Tech. Co., Ltd","5 F, Tower B, No. 37, Xiang Yuan Road","Hangzhou  Zhejiang  310012","CN"
"0022AD","TELESIS TECHNOLOGIES, INC.","28181 River Drive","Circleville  Ohio  43113","US"
"0022AE","Mattel Inc.","333 Continental Blvd.","El Segundo  CA  90245","US"
"002305","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"0022FF","NIVIS LLC","1000 CIRCLE 75","ATLANTA  GA  30339","US"
"002302","Cobalt Digital, Inc.","2406 East University Avenue","Urbana  IL  61802","US"
"0022F5","Advanced Realtime Tracking GmbH","Am Oeferl 6","Weilheim  Bayern  D-82362","DE"
"0022D1","Albrecht Jung GmbH & Co. KG","Volmestraße 1","Schalksmühle  NRW  58579","DE"
"0022D2","All Earth Comércio de Eletrônicos LTDA.","Rua Leonida Reimman Trotti, 343","Campinas  São Paulo  13065-704","BR"
"0022CA","Anviz Biometric Tech. Co., Ltd.","5th Floor, 4299 Jindu Road,","Shanghai    201108","CN"
"0022A3","California Eastern Laboratories","4590 Patrick Henry Dr.","Santa Clara  CA  95054","US"
"0022A0","APTIV SERVICES US, LLC","5725 Innovation Drive","Troy  MI  48098","US"
"002297","XMOS Semiconductor","Venturers House","Bristol    BS1 4PB","GB"
"00228F","CNRS","MRCT","Meudon  Ile de France  92195","FR"
"00227E","Chengdu 30Kaitian Communication Industry Co.Ltd","No.6 Chuangye Road","Chengdu  Sichuan  610041","CN"
"00227C","Woori SMT Co.,ltd","649-2,Suwolam-ri,Seotan-Myun","Pyongtaek  Kyonggi-Do  451-852","KR"
"002277","NEC Australia Pty Ltd","649-655 Springvale Rd","Mulgrave  Victoria  3170","AU"
"002279","Nippon Conlux Co., Ltd.","5-3-8, Chiyoda","Sakado-shi  Saitama  350-0214","JP"
"0022E5","Fisher-Rosemount Systems Inc.","12301 Research Blvd","Austin  Texas  78759","US"
"0022E4","APASS TECHNOLOGY CO., LTD.","2F, No. 267, Sec. 3, Chengde Rd.,","TEIPEI    113","TW"
"0022D5","Eaton Corp. Electrical Group Data Center Solutions - Pulizzi","3200 S. Susan St.","Santa Ana  CA  92704","US"
"002292","Cinetal","8651 Castle Park","Indianapolis  IN  46256","US"
"002258","Taiyo Yuden Co., Ltd.","8-1 Sakae-Cho","","JP"
"00225B","Teradici Corporation","101 4621 Canada Way,","Burnaby  BC  V6G 4X8","CA"
"002259","Guangzhou New Postcom Equipment Co.,Ltd.","No.3Ã‚Â¡Ã‚Â¡Guangpuxi Road,Guangzhou Science City,","Guangzhou  Guangdong  510663","CN"
"002253","Entorian Technologies","8900 Shoal Creek Blvd","Austin  TX  78757","US"
"00224F","Byzoro Networks Ltd.","Room 5A1,Block A, Keshi Plaza,No. 28A Info. Road,","Beijing  100085","CN"
"002235","Strukton Systems bv","Westkanaaldijk 2","Utrecht    3542 DA","NL"
"00222C","Ceton Corp","8259 122nd Ave NE, Suite 275","Kirkland  Washington  98033","US"
"00222D","SMC Networks Inc.","20 Mason","Irvine  CA  92618","US"
"00222A","SoundEar A/S","Rentemestervej 80","Copenhagen NV  Denmark  DK-2400","DK"
"002205","WeLink Solutions, Inc.","3F, No. 88, Sec. 1, Nei-Hu Rd.","Taipei    114","TW"
"002209","Omron Healthcare Co., Ltd","24 Yamanoshita-cho Yamanouchi","Kyoto    6150084","JP"
"0021F9","WIRECOM Technologies","135, rue Jacques Charles","OLIVET  Loiret  45166","FR"
"0021FA","A4SP Technologies Ltd.","Keilaranta 19 D","Espoo  Uusimaa  02150","FI"
"002271","Jäger Computergesteuerte Meßtechnik GmbH.","Rheinstraße 2-4","Lorsch  Hessen  64653","DE"
"00225E","Uwin Technologies Co.,LTD","2F,No.22.R&D RD II,SBIP","Hsinchu    300","TW"
"002211","Rohati Systems","1192 Borregas Ave","Sunnyvale  CA  94089","US"
"002212","CAI Networks, Inc.","4790 Irvine Blvd","Irvine  California  92620","US"
"00220D","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002208","Certicom Corp","5520 Explorer Drive, 4th Floor","Mississauga  ON  L4W 5L1","CA"
"00223D","JumpGen Systems, LLC","2111 Palomar Airport Rd","Carlsbad  CA  92011","US"
"002239","Indiana Life Sciences Incorporated","8875 Bash Street","Indianapolis  Indiana  46256","US"
"00221F","eSang Technologies Co., Ltd.","#1-817, IT Castle 550-1, Gasan-Dong,","Seoul    153-768","KR"
"002217","Neat Electronics","Varuvägen 2","Löddeköpinge  Skåne  SE-24642","SE"
"0021F0","EW3 Technologies LLC","114 E 11th St","Connersville  IN  47331","US"
"0021EE","Full Spectrum Inc.","1149 Chestnut Street, Suite 100","Menlo Park  California  94025","US"
"0021EC","Solutronic GmbH","Kueferstrasse 18","Koengen    73257","DE"
"002251","Lumasense Technologies","3033 Scott Blvd.","Santa Clara  CA  95054","US"
"002247","DAC ENGINEERING CO., LTD.","1-5 Oyanagi-cho","Kyoto    601-8128","JP"
"0021A0","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002198","Thai Radio Co, LTD","Hi-Tech Industrial Estate","Ayutthaya    13160","TH"
"00218C","TopControl GMBH","Enzenbergweg 24/A","Terlan (BZ)    39018","IT"
"00218A","Electronic Design and Manufacturing Company","31 Millrace Dr","Lynchburg  VA  24502","US"
"00218B","Wescon Technology, Inc.","4655-170 Old Ironsides Drive","Santa Clara  California  95054","US"
"002184","POWERSOFT SRL","VIA ENRICO CONTI, 5","SCANDICCI  FI  50018","IT"
"00217A","Sejin Electron, Inc.","SJ Technoville","Seoul    153-801","KR"
"0021D3","BOCOM SECURITY(ASIA PACIFIC) LIMITED","Flr.3,NO.29,#69 Guiqing RD","Shanghai    200233","CN"
"0021CC","Flextronics International","Stretton Green Distribution Centre Langford Way","Warrington  Cheshire  WA4 4TQ","GB"
"0021CF","The Crypto Group","Zugerstrasse 42","Steinhausen  Zug  6312","CH"
"0021B9","Universal Devices Inc.","5353 Yarmouth Ave. #209","Encino  CA  91316","US"
"0021B3","Ross Controls","One Ross Way","Lavonia  GA  30553","US"
"0021B6","Triacta Power Technologies Inc.","Box 582, 7 Mill Street","Almonte  Ontario  K0A 1A0","CA"
"0021AE","ALCATEL-LUCENT FRANCE - WTD","7-9, Avenue Morane Saulnier","VELIZY    78141","FR"
"0021AF","Radio Frequency Systems","Kabelkamp 20","Hannover    30179","DE"
"0021E6","Starlight Video Limited","5/F., Shing Dao Industrial Building,","","HK"
"0021E0","CommAgility Ltd","Holywell Park","Loughborough  Leics  LE11 3AQ","GB"
"0021DE","Firepro Wireless","27, Zamrudpur Community Center,","New Delhi  Haryana  110020","IN"
"002178","Matuschek Messtechnik GmbH","Werner Heisenberg Straße 14","Alsdorf  NRW  52477","DE"
"002173","Ion Torrent Systems, Inc.","37 Soundview Rd","Guilford  CT  06437","US"
"002177","W. L. Gore & Associates","402 Vieves Way","Elkton  MD  21921","US"
"002172","Seoultek Valley","Bang-i Dong 51-5, Songpa","Seoul    138-050","KR"
"002169","Prologix, LLC.","17217 NE 133rd Place","Redmond  Washington  98052-2153","US"
"0021C5","3DSP Corp","16271 Laguna Canyon Road","Irvine,  CA  92618","US"
"0021A4","Dbii Networks","2217 Via Blanca","Oceanside  CA  92054","US"
"002199","Vacon Plc","P.O.Box 25","Vaasa    65380","FI"
"00214B","Shenzhen HAMP Science & Technology Co.,Ltd","No.302-303,3 Floor,District A,TCL Tower,Gaoxin Nan Yi Road,NanShan District","Shenzhen  Guangdong  518057","CN"
"002145","Semptian Technologies Ltd.","No. 809,  Tower B, Shi Ji Ke Mao","Beijing    100190","CN"
"00213E","TomTom International BV","Oosterdoksstraat 114","Amsterdam  North Holland  1011 DK","NL"
"001FFC","Riccius+Sohn GmbH","Haynauer Str. 49","Berlin    12249","DE"
"001FFD","Indigo Mobile Technologies Corp.","11F, No22, Lan407,TiDing Blvd Section2, Neihu Technology Park","Taipei City    114","TW"
"001FEE","ubisys technologies GmbH","Am Wehrhahn 45","Düsseldorf  NRW  40211","DE"
"001FEF","SHINSEI INDUSTRIES CO.,LTD","4-12-15,HORIFUNE, KITA-KU,","TOKOYO    114-0004","JP"
"001FEC","Synapse Électronique","1010, 7e Avenue","Grand-Mère  Québec  G9T 2B8","CA"
"001FE8","KURUSUGAWA Electronics Industry Inc,.","2F, 52-5, Nogata 6chome","Nakano-Ku  TOKYO  165-0027","JP"
"002121","VRmagic GmbH","Augustaanlage 32","Mannheim  BW  68165","DE"
"002123","Aerosat Avionics","62 State Rd.","Amherst  NH  03031","US"
"00211B","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002107","Seowonintech Co Ltd.","689-47 Geumjeongdong","Gunposi  Kyoungkido  436-862","KR"
"001FFE","HPN Supply Chain","8000 Foothills Blvd","Roseville  CA  95747","US"
"001FFF","Respironics, Inc.","1740 Golden Mile Highway","Monroeville  PA  15146","US"
"002153","SeaMicro Inc.","3250 Jay Street","Santa Clara  CA  95054","US"
"002154","D-TACQ Solutions Ltd","James Watt Building","East Kilbride  Lanarkshire  G75 0QD","GB"
"00213F","A-Team Technology Ltd.","Rm. 1608, 16/F., Metropole Square,","New Territories,","HK"
"00212D","SCIMOLEX CORPORATION","2430, Saijou, Showa-cho","Nakakoma-gun, Yamanashi    409-3866","JP"
"00210A","byd:sign Corporation","2-10-6 Tsukiji","Chuo-ku  Tokyo  104-0045","JP"
"001FD7","TELERAD SA","2, avenue de la butte aux cailles","ANGLET    64600","FR"
"001FD3","RIVA Networks Inc.","555 Riva Ave","East Brunswick  NJ  08816","US"
"001FD5","MICRORISC s.r.o.","Delnicka 222","Jicin  kralovehradecky kraj  50601","CZ"
"001FBB","Xenatech Co.,LTD","514-2 Ya Tab-Dong Bun Dang Gu","Seong namsi  Gyong gi-do  463-839","KR"
"001FB1","Cybertech Inc.","935 Horsham Rd","Horsham  PA  19044","US"
"001FB2","Sontheim Industrie Elektronik GmbH","Dieselstrasse 7","Kempten Allgaeu  Bavaria  D-87437","DE"
"001FCA","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"001FC3","SmartSynch, Inc","4400 Old Canton Rd","Jackson  MS  39211","US"
"001FC1","Hanlong Technology Co.,LTD","2402 West Tower Building, Fuxin International Building,","Nanjing  Jiangsu  210002","CN"
"001F89","Signalion GmbH","Sudhausweg 5","Dresden  Saxony  01099","DE"
"001F8A","Ellion Digital Inc.","Suite 809, Sicox Tower, 513-14, Sangdaewon-dong, Jungwon-gu","Sungnam-city  Kyonggi-do  426-726","KR"
"001F7F","Phabrix Limited","Blindmans Gate Cottage","Newbury  Hampshire  RG20 9XB","GB"
"001F7C","Witelcom AS","Verftsgt 10","Moss  Ostfold  1511","NO"
"001F7A","WiWide Inc.","10B10, Hua Jie Plaza","Beijing    100089","CN"
"001F77","HEOL DESIGN","1 bd d'armor","LANNION  BRETAGNE  22300","FR"
"001F76","AirLogic Systems Inc.","3022 Peleke St.Suite 1","Lihu'e  HI  96766","US"
"001F73","Teraview Technology Co., Ltd.","23F, No. 29-5, Sec. 2, Jhongjheng E. Road,","Taipei County    251","TW"
"001F62","JSC Stilsoft","Mayakovskogo 15","Stavropol    355000","RU"
"001F67","Hitachi,Ltd.","Minamioi 6-27-18, Shinagawa-ku","Tokyo  Tokyo  140-8572","JP"
"001F61","Talent Communication Networks Inc.","Rm. 910 R&F Plaza, #76, Huangpu Ave. West,","Guangzhou (Canton)  Guangdong Province  510360","CN"
"001F56","DIGITAL FORECAST","5th Fl., 507, E&C Venture Dream Tower III, 197-33","Seoul  Gyunggi-do  152-719","KR"
